fileName,iterations,status,repeated_fixes,repeated_init_spec,fst_iter_repeated_init_spec,wrong_format_msg,total_tokens,total_cost,running_time,Error_msg,,,,,,,,,
student17_1,3,NOT_FIXED,0,0,FALSE,0,5374,0.19866,23.01,,,,,,,,,,
student17_1,4,NOT_FIXED,0,0,FALSE,0,8267,0.29868,28.23,,,,,,,,,,
student17_1,5,NOT_FIXED,0,0,FALSE,0,11597,0.41136,35.2,,,,,,,,,,
student17_1.als,6,Exception,0,0,FALSE,0,12235,0.43275,NA,AlloyAnalyzerAgent._write_summary_csv() missing 1 required positional argument: 'row',,,,,,,,,
dll3_1,1,FIXED,0,0,FALSE,0,889,0.03657,5.2,,,,,,,,,,
dll3_1.als,1,Exception,0,0,FALSE,0,889,0.03657,NA,AlloyAnalyzerAgent._write_summary_csv() missing 1 required positional argument: 'row',,,,,,,,,
dll1_1,1,FIXED,0,0,FALSE,0,961,0.04005,4.69,,,,,,,,,,
dll1_1.als,1,Exception,0,0,FALSE,0,961,0.04005,NA,AlloyAnalyzerAgent._write_summary_csv() missing 1 required positional argument: 'row',,,,,,,,,
student16,1,SYNTAX_ERROR,0,0,FALSE,0,831,0.03576,3.97,"Syntax error in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/results_arepair_Setting-3/student16/student16_0_False.als at line 45 column 15:
There are 1 possible tokens that can appear here:
) 
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.syntax_error(CompParser.java:2218)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.parse(CompParser.java:2079)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.alloy_parseStream(CompParser.java:2258)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompUtil.parseRecursively(CompUtil.java:121)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompUtil.parseEverything_fromFile(CompUtil.java:223)
	at alloyrepair.App.callAlloyEngine(App.java:133)
	at alloyrepair.App.main(App.java:102)student15",1,NOT_FIXED,0,0,FALSE,0,929,0.039,7.29
student15,2,FIXED,0,0,FALSE,0,2960,0.11337,14.06,,,,,,,,,,
student15.als,2,Exception,0,0,FALSE,0,2960,0.11337,NA,AlloyAnalyzerAgent._write_summary_csv() missing 1 required positional argument: 'row',,,,,,,,,
fsm1_1,1,NOT_FIXED,0,0,FALSE,0,756,0.0303,3.96,,,,,,,,,,
fsm1_1,2,NOT_FIXED,0,0,FALSE,0,2387,0.09,8.36,,,,,,,,,,
fsm1_1,3,FIXED,0,0,FALSE,0,4365,0.15999,18.1,,,,,,,,,,
fsm1_1.als,3,Exception,0,0,FALSE,0,4365,0.15999,NA,AlloyAnalyzerAgent._write_summary_csv() missing 1 required positional argument: 'row',,,,,,,,,
balancedBST1,1,SYNTAX_ERROR,0,0,FALSE,0,1285,0.05406,6.28,"Syntax error in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/results_arepair_Setting-3/balancedBST1/balancedBST1_0_False.als at line 58 column 6:
The name ""abs"" cannot be found.
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule.hint(CompModule.java:621)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.resolve(CompModule.java:271)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:449)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:181)
	at edu.mit.csail.sdg.alloy4compiler.ast.ExprVar.accept(ExprVar.java:68)
	at edu.mit.csail.sdg.alloy4compiler.ast.VisitReturn.visitThis(VisitReturn.java:29)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:343)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:181)
	at edu.mit.csail.sdg.alloy4compiler.ast.ExprBadJoin.accept(ExprBadJoin.java:96)
	at edu.mit.csail.sdg.alloy4compiler.ast.VisitReturn.visitThis(VisitReturn.java:29)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:356)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:181)
	at edu.mit.csail.sdg.alloy4compiler.ast.ExprBinary.accept(ExprBinary.java:514)
	at edu.mit.csail.sdg.alloy4compiler.ast.VisitReturn.visitThis(VisitReturn.java:29)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:357)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:181)
	at edu.mit.csail.sdg.alloy4compiler.ast.ExprBinary.accept(ExprBinary.java:514)
	at edu.mit.csail.sdg.alloy4compiler.ast.VisitReturn.visitThis(VisitReturn.java:29)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:455)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:181)
	at edu.mit.csail.sdg.alloy4compiler.ast.ExprUnary.accept(ExprUnary.java:341)
	at edu.mit.csail.sdg.alloy4compiler.ast.VisitReturn.visitThis(VisitReturn.java:29)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:441)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:181)
	at edu.mit.csail.sdg.alloy4compiler.ast.ExprQt.accept(ExprQt.java:266)
	at edu.mit.csail.sdg.alloy4compiler.ast.VisitReturn.visitThis(VisitReturn.java:29)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:455)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:181)
	at edu.mit.csail.sdg.alloy4compiler.ast.ExprUnary.accept(ExprUnary.java:341)
	at edu.mit.csail.sdg.alloy4compiler.ast.VisitReturn.visitThis(VisitReturn.java:29)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.check(CompModule.java:275)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule.resolveFuncBody(CompModule.java:1137)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule.resolveAll(CompModule.java:1477)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompUtil.parseEverything_fromFile(CompUtil.java:225)
	at alloyrepair.App.callAlloyEngine(App.java:133)
	at alloyrepair.App.main(App.java:102)",,,,,,,,,
balancedBST1,2,SYNTAX_ERROR,0,0,FALSE,0,4636,0.17121,12.65,"Syntax error in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/results_arepair_Setting-3/balancedBST1/balancedBST1_1_False.als at line 58 column 9:
There are 1 possible tokens that can appear here:
) 
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.syntax_error(CompParser.java:2218)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.parse(CompParser.java:2079)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.alloy_parseStream(CompParser.java:2258)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompUtil.parseRecursively(CompUtil.java:121)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompUtil.parseEverything_fromFile(CompUtil.java:223)
	at alloyrepair.App.callAlloyEngine(App.java:133)
	at alloyrepair.App.main(App.java:102)",,,,,,,,,
balancedBST1,3,SYNTAX_ERROR,0,0,FALSE,0,7902,0.2868,19.89,"Syntax error in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/results_arepair_Setting-3/balancedBST1/balancedBST1_2_False.als at line 58 column 9:
There are 1 possible tokens that can appear here:
) 
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.syntax_error(CompParser.java:2218)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.parse(CompParser.java:2079)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.alloy_parseStream(CompParser.java:2258)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompUtil.parseRecursively(CompUtil.java:121)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompUtil.parseEverything_fromFile(CompUtil.java:223)
	at alloyrepair.App.callAlloyEngine(App.java:133)
	at alloyrepair.App.main(App.java:102)",,,,,,,,,
balancedBST1,4,SYNTAX_ERROR,0,0,FALSE,0,11755,0.41988,26.62,"Syntax error in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/results_arepair_Setting-3/balancedBST1/balancedBST1_3_False.als at line 58 column 9:
There are 1 possible tokens that can appear here:
) 
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.syntax_error(CompParser.java:2218)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.parse(CompParser.java:2079)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.alloy_parseStream(CompParser.java:2258)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompUtil.parseRecursively(CompUtil.java:121)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompUtil.parseEverything_fromFile(CompUtil.java:223)
	at alloyrepair.App.callAlloyEngine(App.java:133)
	at alloyrepair.App.main(App.java:102)",,,,,,,,,
balancedBST1,5,SYNTAX_ERROR,0,0,FALSE,0,16199,0.57069,32.58,"Syntax error in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/results_arepair_Setting-3/balancedBST1/balancedBST1_4_False.als at line 58 column 9:
There are 1 possible tokens that can appear here:
) 
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.syntax_error(CompParser.java:2218)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.parse(CompParser.java:2079)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.alloy_parseStream(CompParser.java:2258)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompUtil.parseRecursively(CompUtil.java:121)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompUtil.parseEverything_fromFile(CompUtil.java:223)
	at alloyrepair.App.callAlloyEngine(App.java:133)
	at alloyrepair.App.main(App.java:102)",,,,,,,,,
balancedBST1.als,6,Exception,0,0,FALSE,0,17022,0.59739,NA,AlloyAnalyzerAgent._write_summary_csv() missing 1 required positional argument: 'row',,,,,,,,,
student9,1,FIXED,0,0,FALSE,0,1022,0.04344,6.85,,,,,,,,,,
student9.als,1,Exception,0,0,FALSE,0,1022,0.04344,NA,AlloyAnalyzerAgent._write_summary_csv() missing 1 required positional argument: 'row',,,,,,,,,
student10,1,NOT_FIXED,0,0,FALSE,0,557,0.01686,0.66,,,,,,,,,,
student10,2,SYNTAX_ERROR,0,0,FALSE,0,1309,0.04254,7.35,"Syntax error in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/results_arepair_Setting-3/student10/student10_1_False.als at line 1 column 1:
There are 5 possible tokens that can appear here:
enum fun let open pred 
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.syntax_error(CompParser.java:2218)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.parse(CompParser.java:2079)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.alloy_parseStream(CompParser.java:2258)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompUtil.parseRecursively(CompUtil.java:121)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompUtil.parseEverything_fromFile(CompUtil.java:223)
	at alloyrepair.App.callAlloyEngine(App.java:133)
	at alloyrepair.App.main(App.java:102)",,,,,,,,,
student10,3,NOT_FIXED,0,0,FALSE,0,2465,0.07956,10.9,,,,,,,,,,
student10,4,SYNTAX_ERROR,0,0,FALSE,0,3419,0.11136,15.34,"Syntax error in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/results_arepair_Setting-3/student10/student10_3_False.als at line 1 column 1:
There are 5 possible tokens that can appear here:
enum fun let open pred 
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.syntax_error(CompParser.java:2218)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.parse(CompParser.java:2079)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompParser.alloy_parseStream(CompParser.java:2258)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompUtil.parseRecursively(CompUtil.java:121)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompUtil.parseEverything_fromFile(CompUtil.java:223)
	at alloyrepair.App.callAlloyEngine(App.java:133)
	at alloyrepair.App.main(App.java:102)",,,,,,,,,
student10,5,NOT_FIXED,0,0,FALSE,0,4767,0.15402,27.18,,,,,,,,,,
student10.als,6,Exception,0,0,FALSE,0,4851,0.15723,NA,AlloyAnalyzerAgent._write_summary_csv() missing 1 required positional argument: 'row',,,,,,,,,
student11,1,NOT_FIXED,0,0,FALSE,0,965,0.04071,10.66,,,,,,,,,,
student11,2,NOT_FIXED,0,0,FALSE,0,3076,0.11817,17.62,,,,,,,,,,
student11,3,FIXED,0,0,FALSE,0,5682,0.21072,23.55,,,,,,,,,,
student11.als,3,Exception,0,0,FALSE,0,5682,0.21072,NA,AlloyAnalyzerAgent._write_summary_csv() missing 1 required positional argument: 'row',,,,,,,,,
student14_1,1,NOT_FIXED,0,0,FALSE,0,876,0.03609,5.12,,,,,,,,,,
student14_1,2,NOT_FIXED,0,0,FALSE,0,2776,0.10527,9.94,,,,,,,,,,
student14_1,3,FIXED,0,0,FALSE,0,5076,0.18624,18.15,,,,,,,,,,
student14_1.als,3,Exception,0,0,FALSE,0,5076,0.18624,NA,AlloyAnalyzerAgent._write_summary_csv() missing 1 required positional argument: 'row',,,,,,,,,
student8,1,FIXED,0,0,FALSE,0,924,0.03855,4.19,,,,,,,,,,
student8.als,1,Exception,0,0,FALSE,0,924,0.03855,NA,AlloyAnalyzerAgent._write_summary_csv() missing 1 required positional argument: 'row',,,,,,,,,
arr2,1,NOT_FIXED,0,0,FALSE,0,820,0.03396,3.82,"Warning Line 18 column 30 in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/the specification:
The join operation here always yields an empty set.
Left type = {Int->this/Element}
Right type = {Int} Warning Line 18 column 18 in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/the specification:
Subset operator is redundant, because the right subexpression is always empty.
Left type = {Int}
Right type = {none} Warning Line 42 column 32 in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/the specification:
The join operation here always yields an empty set.
Left type = {Int->this/Element}
Right type = {Int} Warning Line 42 column 20 in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/the specification:
Subset operator is redundant, because the right subexpression is always empty.
Left type = {Int}
Right type = {none} Warning Line 34 column 32 in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/the specification:
The join operation here always yields an empty set.
Left type = {Int->this/Element}
Right type = {Int} Warning Line 34 column 20 in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/the specification:
Subset operator is redundant, because the right subexpression is always empty.
Left type = {Int}
Right type = {none}",,,,,,,,,
arr2,2,TYPE_ERROR,0,0,FALSE,0,2981,0.11127,8.24,"Type error in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/results_arepair_Setting-3/arr2/arr2_1_False.als at line 12 column 27:
This cannot be a legal relational join where
left hand side is Int . this/Array . (this/Array <: i2e) (type = {this/Element})
right hand side is this/Element (type = {this/Element})

	at edu.mit.csail.sdg.alloy4compiler.ast.ExprBadJoin.make(ExprBadJoin.java:81)
	at edu.mit.csail.sdg.alloy4compiler.ast.ExprBinary$Op.make(ExprBinary.java:298)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:350)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:181)
	at edu.mit.csail.sdg.alloy4compiler.ast.ExprBadJoin.accept(ExprBadJoin.java:96)
	at edu.mit.csail.sdg.alloy4compiler.ast.VisitReturn.visitThis(VisitReturn.java:29)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:357)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:181)
	at edu.mit.csail.sdg.alloy4compiler.ast.ExprBinary.accept(ExprBinary.java:514)
	at edu.mit.csail.sdg.alloy4compiler.ast.VisitReturn.visitThis(VisitReturn.java:29)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:455)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:181)
	at edu.mit.csail.sdg.alloy4compiler.ast.ExprUnary.accept(ExprUnary.java:341)
	at edu.mit.csail.sdg.alloy4compiler.ast.VisitReturn.visitThis(VisitReturn.java:29)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:455)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.visit(CompModule.java:181)
	at edu.mit.csail.sdg.alloy4compiler.ast.ExprUnary.accept(ExprUnary.java:341)
	at edu.mit.csail.sdg.alloy4compiler.ast.VisitReturn.visitThis(VisitReturn.java:29)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule$Context.check(CompModule.java:275)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule.resolveFacts(CompModule.java:1220)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompModule.resolveAll(CompModule.java:1479)
	at edu.mit.csail.sdg.alloy4compiler.parser.CompUtil.parseEverything_fromFile(CompUtil.java:225)
	at alloyrepair.App.callAlloyEngine(App.java:133)
	at alloyrepair.App.main(App.java:102)",,,,,,,,,
arr2,3,NOT_FIXED,0,0,FALSE,0,5089,0.18552,12.53,"Warning Line 18 column 30 in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/the specification:
The join operation here always yields an empty set.
Left type = {Int->this/Element}
Right type = {Int} Warning Line 18 column 18 in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/the specification:
Subset operator is redundant, because the right subexpression is always empty.
Left type = {Int}
Right type = {none} Warning Line 42 column 32 in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/the specification:
The join operation here always yields an empty set.
Left type = {Int->this/Element}
Right type = {Int} Warning Line 42 column 20 in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/the specification:
Subset operator is redundant, because the right subexpression is always empty.
Left type = {Int}
Right type = {none} Warning Line 34 column 32 in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/the specification:
The join operation here always yields an empty set.
Left type = {Int->this/Element}
Right type = {Int} Warning Line 34 column 20 in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/the specification:
Subset operator is redundant, because the right subexpression is always empty.
Left type = {Int}
Right type = {none}",,,,,,,,,
arr2,4,NOT_FIXED,0,0,FALSE,0,8027,0.28578,18.35,"Warning Line 18 column 30 in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/the specification:
The join operation here always yields an empty set.
Left type = {Int->this/Element}
Right type = {Int} Warning Line 18 column 18 in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/the specification:
Subset operator is redundant, because the right subexpression is always empty.
Left type = {Int}
Right type = {none} Warning Line 42 column 32 in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/the specification:
The join operation here always yields an empty set.
Left type = {Int->this/Element}
Right type = {Int} Warning Line 42 column 20 in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/the specification:
Subset operator is redundant, because the right subexpression is always empty.
Left type = {Int}
Right type = {none} Warning Line 34 column 32 in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/the specification:
The join operation here always yields an empty set.
Left type = {Int->this/Element}
Right type = {Int} Warning Line 34 column 20 in /Users/admin0513-27/Downloads/AlloySpecRepair-main-4/the specification:
Subset operator is redundant, because the right subexpression is always empty.
Left type = {Int}
Right type = {none}",,,,,,,,,
